Date,Open,High,Low,Close,Adj Close,Volume,Moving_Average,Standard_Deviation
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,124.04804992675781,112117500,,
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.32750701904297,89113600,,
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,123.99845886230469,80962700,,
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.5608673095703,87754700,,
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,129.08651733398438,70790800,127.2439971923828,2.4770989333653475
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,129.66180419921875,63896200,128.3759963989258,2.527987645953293
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.39926147460938,69458900,129.80199737548827,3.061222885669498
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.31991577148438,71379600,131.47999877929686,1.8409289113435896
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,133.65887451171875,57809700,132.50799865722655,1.9730000399759113
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,134.82923889160156,63646600,133.66600036621094,1.941941062691337
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.10519409179688,69672800,134.56200256347657,1.0993490164232327
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.16470336914062,58280400,134.91800231933593,0.9424280622346531
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.74343872070312,80223600,135.81000061035155,1.2262319705551135
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,139.95700073242188,81760300,137.0800018310547,2.4968756007302764
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.36538696289062,66435100,138.39800109863282,3.3412126856448645
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.70086669921875,65799300,139.72799987792968,3.0672649665477425
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.78370666503906,54105100,141.46600036621095,2.267453751168822
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.7375946044922,70555800,143.0779998779297,1.9084448848964368
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,141.83154296875,64015300,143.45599975585938,1.5801337633207029
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.11099243164062,65874500,143.80799865722656,1.5170565338072353
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.24168395996094,77663600,144.5219970703125,1.1718619418708294
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.58766174316406,118339000,145.8939971923828,2.97616447655313
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.23757934570312,154357300,147.60799865722657,4.868346832047923
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.49021911621094,69858300,149.35399780273437,4.339292760650551
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.3863525390625,83322600,151.42599792480468,3.750178562485208
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.67868041992188,64120100,152.7239990234375,1.740925044102202
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.63722229003906,56007100,152.73399658203124,1.7273481390947343
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.00477600097656,57450700,152.03599548339844,1.529077645925274
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,152.82586669921875,62199000,152.45999755859376,1.7066358479136512
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.18020629882812,61707600,152.1699981689453,1.3211207908684186
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.29603576660156,65573800,152.85199890136718,1.9091188232849725
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.6868133544922,68167900,153.4200012207031,1.563141384971096
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.53453063964844,59144100,153.7280029296875,1.0305439276219943
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.49159240722656,58867200,152.65400085449218,2.549871353558488
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,147.9187469482422,51011300,151.79600219726564,3.001914823989849
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.4054718017578,48394200,150.61000061035156,2.3592728745811775
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.7333984375,55469600,149.21000061035156,2.1251228516087814
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,146.9353485107422,44998500,148.28399963378905,1.03509534403602
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.42874145507812,50547000,148.07000122070312,1.093408360438901
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.3427276611328,55479000,147.35,1.5084905282209657
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,144.938720703125,52238100,146.652001953125,1.0650449292445483
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.02462768554688,70732300,147.51600036621093,2.234295648177815
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,152.80599975585938,87558000,148.6980010986328,3.629258870281608
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.59085083007812,56182000,149.53600158691407,3.739570541858611
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,151.85238647460938,47204800,151.04800109863282,3.0725901754661207
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.5875701904297,53833600,151.98399963378907,1.3410374677419998
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.51148986816406,68572400,151.47799987792968,2.070113705377872
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.4683837890625,84457100,150.80599975585938,1.6099464508119008
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.57424926757812,73695900,151.00399780273438,1.783528237068069
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,151.97158813476562,77167900,151.0279998779297,1.8154401642926514
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,154.81256103515625,76161100,152.0800018310547,2.7708143366218363
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,153.9682159423828,98944600,153.3800018310547,2.1195296971501407
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.35223388671875,73641400,154.76600036621093,2.003552938220018
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.2197265625,73938300,156.1040008544922,2.3846833706947375
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.7793731689453,75701800,157.0720001220703,1.6840322491296529
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,157.87205505371094,67622100,157.68799743652343,1.688598676094269
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.18325805664062,59196500,158.73799743652344,1.1436224106029473
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.2263946533203,52390300,158.91399841308595,0.9348952414900142
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.60057067871094,45992200,158.58799743652344,1.052198224737951
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.69981384277344,51305700,159.17599792480468,1.3120935598919676
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.2792205810547,49501700,159.86199951171875,1.9111986861927437
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,163.8023223876953,68749800,160.79199829101563,2.979810231666378
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.06385803222656,56976200,162.3699981689453,3.379326823991005
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.52745056152344,46278300,163.96600036621095,2.307189172315888
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.66990661621094,51511700,164.56399841308593,1.5274592113954004
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.5639190673828,45390100,165.0239990234375,0.9254910123374671
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,160.951416015625,47716900,164.45,1.6376370363680353
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.7296142578125,47644200,163.3760009765625,1.9573026567712783
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.03427124023438,50133100,162.27000122070314,1.9274053971498706
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.45791625976562,68445600,162.6300018310547,2.3882818077644834
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.11026000976562,49386500,162.74000244140626,2.514486879218975
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.13011169433594,41516200,163.3800018310547,2.68972778985548
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.3618621826172,49923000,164.51400146484374,2.5199438988680423
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.51416015625,47720200,166.02000122070314,1.0351829477794405
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.5406494140625,52456400,166.23800048828124,1.0288444902601064
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,163.92152404785156,58337300,166.2,1.0786110671280875
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.22946166992188,41949600,166.22000122070312,1.0568343789062253
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.67984008789062,48714100,165.68000183105468,1.4957927630561847
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.66990661621094,45498800,164.90599975585937,1.208108451381809
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.28895568847656,64902300,165.25800170898438,1.9009934941144873
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.5504913330078,55209200,166.18999938964845,2.720724536106506
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.46109008789062,52472900,167.04199829101563,3.033160101820473
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.41807556152344,48425700,167.99599609375,2.4386331172877727
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.33534240722656,65136000,168.73399658203124,0.9245144593205016
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.68637084960938,81235400,168.20999450683593,1.6285116718976163
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.4146270751953,113316400,168.98799743652344,2.9219257799788836
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.34506225585938,55962800,169.7699981689453,3.573819377880298
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.62660217285156,45326900,170.41600036621094,3.5878007884652674
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.4046630859375,53724500,171.63800048828125,3.3582130132504022
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.59339904785156,49514700,173.2300018310547,0.821491158445342
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.6583709716797,45497800,173.03000183105468,0.8395504611527753
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.16102600097656,37266700,172.74400329589844,0.8819148585709633
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.16102600097656,42110300,172.80400390625,0.8060228559171572
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,171.77774047851562,57951600,172.6300048828125,0.6871650107251988
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.12527465820312,65496700,172.89000549316407,1.2402402485122321
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.23468017578125,55772400,173.4080047607422,1.5701640160304973
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.27975463867188,43570900,173.83400268554686,1.395645323334006
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.65370178222656,50747300,173.73200073242188,1.5651438563748503
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,170.93222045898438,45143500,173.56199951171874,1.7427076117234235
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.07615661621094,56058300,173.15,1.5339836956146349
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.50323486328125,54835000,173.20399780273436,1.624507385337823
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.36337280273438,55964400,173.8239990234375,2.4707961325186747
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.31362915039062,99625300,174.96199951171874,2.477694927539897
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.1386260986328,68901800,176.61199951171875,2.621680579688518
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,179.99407958984375,61945900,178.20399780273436,2.264946166221085
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.63133239746094,121946500,179.03399963378905,1.6788159508519127
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.26329040527344,64848400,179.41600036621094,1.37552749293013
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,176.88063049316406,61944600,179.53000183105468,1.1574711733943452
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,179.61611938476562,50214900,179.62600402832032,1.2329733916108416
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,180.0040283203125,48870700,179.6280059814453,1.2356657529084103
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,182.819091796875,54274900,180.47000427246093,2.229490285199843
2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,182.3416290283203,54929100,181.29000244140624,2.3978370857634834
2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,182.97824096679688,57462900,182.51600036621093,1.6215610429780434
2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,185.02737426757812,65433200,183.60399780273437,1.804179515059973
2023-06-16,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,183.94313049316406,101235600,184.39599609375,1.0753042024525024
2023-06-20,184.41000366210938,186.10000610351562,184.41000366210938,185.00999450683594,184.0326385498047,49799100,184.63999633789064,1.0412961351095993
2023-06-21,184.89999389648438,185.41000366210938,182.58999633789062,183.9600067138672,182.9882049560547,49515700,184.7699981689453,0.8582216088279926
2023-06-22,183.74000549316406,187.0500030517578,183.6699981689453,187.0,186.0121307373047,51245300,185.37999877929687,1.160407230333763
2023-06-23,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.69381713867188,53079300,185.51399841308594,1.2835000745758283
2023-06-26,186.8300018310547,188.0500030517578,185.22999572753906,185.27000427246094,184.29127502441406,48088700,185.58399963378906,1.2521666983538169
2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,187.06654357910156,50730800,186.19400024414062,1.5978318025207978
2023-06-28,187.92999267578125,189.89999389648438,187.60000610351562,189.25,188.250244140625,51216800,187.2519989013672,1.496985929929736
2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,188.5884552001953,46347300,187.7699981689453,1.8045068480386075
2023-06-30,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,192.9453125,85069600,189.22799987792968,3.148335306481211
